sub_id,customer_id,plan_name,internet_service,phone_service,multiple_lines,online_security,tech_support,streaming_tv,device_protection,monthly_charge_egp,total_charge_egp,tenure_months
S11573,C11573,Basic,Fiber,Yes,Yes,No,Yes,No,Yes,233.35,3081.14,13
S11574,C11574,Plus,DSL,Yes,No,Yes,No,Yes,Yes,311.88,14677.38,47
S11575,C11575,Basic,No Internet,Yes,No,Yes,No,No,Yes,200.6,8365.15,42
S11576,C11576,Business,Fiber,Yes,No,No,No,No,No,810.05,24191.49,30
S11577,C11577,Business,5G,Yes,No,No,No,Yes,No,849.69,22839.44,27
S11578,C11578,Plus,Fiber,Yes,No,No,Yes,Yes,No,411.74,20487.39,50
S11579,C11579,Ultra,Fiber,Yes,No,No,No,No,Yes,596.41,14943.73,25
S11580,C11580,Ultra,Fiber,Yes,No,Yes,Yes,Yes,Yes,623.08,16855.65,27
S11581,C11581,Plus,No Internet,Yes,Yes,Yes,No,Yes,Yes,290.87,10063.63,35
S11582,C11582,Ultra,No Internet,Yes,No,Yes,No,No,No,534.31,17150.0,32
S11583,C11583,Business,5G,Yes,Yes,No,Yes,No,Yes,811.08,35632.95,44
S11584,C11584,Ultra,Fiber,Yes,No,No,Yes,No,No,567.88,9665.43,17
S11585,C11585,Business,5G,Yes,Yes,No,No,No,No,848.41,9295.9,11
S11586,C11586,Plus,Fiber,Yes,No,Yes,No,Yes,Yes,419.34,17153.28,41
S11587,C11587,Basic,Fiber,No,No phone,Yes,Yes,Yes,Yes,246.22,12443.67,51
S11588,C11588,Business,No Internet,Yes,Yes,Yes,No,Yes,Yes,754.96,25694.66,34
S11589,C11589,Basic,Fiber,Yes,Yes,No,Yes,Yes,Yes,232.46,4258.93,18
S11590,C11590,Basic,Fiber,Yes,Yes,No,No,No,Yes,277.58,9850.98,36
S11591,C11591,Basic,Fiber,Yes,Yes,Yes,Yes,Yes,Yes,247.09,5074.91,21
S11592,C11592,Basic,DSL,Yes,No,No,Yes,No,Yes,172.45,7542.34,43
S11593,C11593,Business,No Internet,Yes,Yes,Yes,Yes,Yes,Yes,774.15,22517.31,29
S11594,C11594,Basic,No Internet,Yes,No,Yes,Yes,No,Yes,188.56,2725.56,14
S11595,C11595,Basic,Fiber,Yes,Yes,Yes,Yes,Yes,No,248.08,2605.07,11
S11596,C11596,Ultra,5G,Yes,Yes,No,Yes,No,Yes,634.82,18543.9,29
S11597,C11597,Basic,Fiber,Yes,No,No,No,Yes,No,244.98,10844.93,44
S11598,C11598,Plus,Fiber,Yes,Yes,No,No,Yes,Yes,384.51,14150.38,37
S11599,C11599,Basic,DSL,Yes,No,No,Yes,Yes,Yes,211.13,3796.22,18
S11600,C11600,Basic,5G,No,No phone,Yes,Yes,No,Yes,287.12,6796.23,24
S11601,C11601,Basic,5G,Yes,No,No,No,Yes,Yes,302.58,11379.91,37
S11602,C11602,Basic,5G,Yes,Yes,Yes,Yes,No,No,290.56,12970.28,45
S11603,C11603,Basic,Fiber,Yes,Yes,No,No,Yes,No,284.41,8935.35,32
S11604,C11604,Plus,Fiber,Yes,No,Yes,Yes,Yes,Yes,385.92,13065.12,34
S11605,C11605,Plus,Fiber,Yes,Yes,No,No,Yes,Yes,408.02,17942.22,44
S11606,C11606,Basic,Fiber,Yes,No,Yes,Yes,No,Yes,242.86,8257.38,34
S11607,C11607,Basic,5G,Yes,No,Yes,No,Yes,No,317.71,8284.08,26
S11608,C11608,Plus,Fiber,Yes,No,Yes,No,No,No,379.84,15916.54,42
S11609,C11609,Business,No Internet,Yes,No,No,No,Yes,No,711.65,20502.81,29
S11610,C11610,Business,Fiber,Yes,Yes,No,Yes,Yes,No,843.06,13436.71,16
S11611,C11611,Basic,Fiber,Yes,Yes,Yes,Yes,No,Yes,239.63,4756.17,20
S11612,C11612,Basic,DSL,Yes,Yes,No,Yes,Yes,Yes,234.14,3596.47,15
S11613,C11613,Plus,DSL,Yes,Yes,No,Yes,No,Yes,369.21,10257.97,28
S11614,C11614,Business,5G,Yes,Yes,No,No,Yes,No,832.33,18418.02,22
S11615,C11615,Basic,Fiber,Yes,Yes,No,No,Yes,No,208.72,7688.16,37
S11616,C11616,Ultra,DSL,Yes,Yes,No,No,Yes,Yes,526.71,21615.19,41
S11617,C11617,Business,5G,Yes,No,No,Yes,No,Yes,857.14,18805.94,22
S11618,C11618,Basic,5G,Yes,No,No,Yes,Yes,Yes,307.17,13156.96,43
S11619,C11619,Ultra,Fiber,Yes,Yes,Yes,Yes,Yes,No,594.79,23722.98,40
S11620,C11620,Ultra,DSL,Yes,Yes,No,Yes,Yes,No,553.89,18442.7,33
S11621,C11621,Ultra,5G,Yes,No,No,Yes,No,No,641.82,14162.5,22
S11622,C11622,Business,5G,No,No phone,Yes,Yes,No,Yes,862.89,43142.12,50
S11623,C11623,Basic,Fiber,Yes,No,No,Yes,No,Yes,242.91,5617.31,23
S11624,C11624,Ultra,Fiber,Yes,Yes,No,No,No,No,601.47,31178.21,52
S11625,C11625,Ultra,Fiber,Yes,Yes,Yes,Yes,Yes,No,614.77,21542.45,35
S11626,C11626,Ultra,DSL,Yes,No,Yes,Yes,No,No,567.4,12941.33,23
S11627,C11627,Basic,DSL,No,No phone,Yes,Yes,No,Yes,242.82,10444.94,43
S11628,C11628,Ultra,Fiber,Yes,Yes,No,Yes,No,Yes,570.02,21696.58,38
S11629,C11629,Basic,DSL,No,No phone,Yes,No,No,No,172.64,5167.98,30
S11630,C11630,Plus,Fiber,Yes,Yes,Yes,Yes,Yes,Yes,406.4,5600.06,14
S11631,C11631,Plus,Fiber,Yes,No,Yes,No,No,Yes,422.9,8851.85,21
S11632,C11632,Basic,DSL,Yes,No,No,No,Yes,Yes,196.59,7408.16,38
S11633,C11633,Ultra,5G,Yes,No,No,Yes,Yes,Yes,603.24,7971.15,13
S11634,C11634,Basic,DSL,Yes,Yes,No,Yes,Yes,No,223.37,7847.54,35
S11635,C11635,Ultra,5G,Yes,No,Yes,Yes,Yes,Yes,628.96,25236.04,40
S11636,C11636,Ultra,5G,Yes,Yes,No,No,Yes,Yes,645.91,20854.93,32
S11637,C11637,Basic,Fiber,Yes,Yes,No,No,Yes,Yes,275.35,15437.07,56
S11638,C11638,Plus,Fiber,Yes,No,Yes,Yes,Yes,No,382.05,12671.32,33
S11639,C11639,Business,5G,Yes,Yes,Yes,Yes,No,Yes,867.25,20919.28,24
S11640,C11640,Plus,5G,Yes,Yes,Yes,No,Yes,Yes,425.32,22124.28,52
S11641,C11641,Basic,Fiber,No,No phone,No,Yes,No,No,265.67,11817.64,45
S11642,C11642,Business,Fiber,Yes,No,Yes,Yes,No,Yes,831.17,43179.17,52
S11643,C11643,Plus,No Internet,Yes,Yes,No,No,Yes,Yes,334.14,14088.94,42
S11644,C11644,Plus,Fiber,Yes,No,Yes,No,Yes,No,382.36,22873.92,60
S11645,C11645,Business,Fiber,Yes,Yes,No,No,Yes,Yes,811.94,21115.23,26
S11646,C11646,Basic,Fiber,Yes,No,No,Yes,No,No,247.8,6511.46,26
S11647,C11647,Ultra,DSL,Yes,Yes,No,Yes,No,No,492.22,14721.2,30
S11648,C11648,Plus,Fiber,Yes,Yes,No,No,No,No,430.55,8326.94,19
S11649,C11649,Basic,Fiber,No,No phone,Yes,Yes,No,Yes,195.45,8412.36,44
S11650,C11650,Basic,DSL,No,No phone,Yes,Yes,Yes,Yes,175.05,5530.6,31
S11651,C11651,Plus,DSL,Yes,Yes,No,No,No,No,325.69,11327.96,35
S11652,C11652,Plus,Fiber,Yes,No,Yes,No,No,No,406.35,10620.86,26
S11653,C11653,Basic,DSL,Yes,No,No,No,No,Yes,174.14,3883.13,22
S11654,C11654,Ultra,DSL,Yes,Yes,Yes,No,Yes,Yes,513.23,14820.92,29
S11655,C11655,Business,Fiber,Yes,No,Yes,No,Yes,Yes,804.14,46767.25,58
S11656,C11656,Business,DSL,Yes,No,No,No,Yes,No,737.83,11804.46,16
S11657,C11657,Plus,Fiber,Yes,No,Yes,Yes,Yes,Yes,381.79,6799.21,18
S11658,C11658,Basic,DSL,Yes,Yes,No,Yes,No,No,221.13,4913.16,22
S11659,C11659,Basic,5G,Yes,No,Yes,Yes,No,No,276.46,15892.16,57
S11660,C11660,Plus,Fiber,Yes,No,Yes,Yes,Yes,Yes,374.68,9226.2,25
S11661,C11661,Basic,Fiber,Yes,No,Yes,No,Yes,No,227.41,4817.68,21
S11662,C11662,Basic,Fiber,Yes,No,Yes,No,No,Yes,230.18,9866.32,43
S11663,C11663,Plus,DSL,Yes,Yes,Yes,Yes,Yes,No,295.6,5537.92,19
S11664,C11664,Ultra,Fiber,Yes,No,No,Yes,Yes,Yes,615.84,16643.0,27
S11665,C11665,Plus,Fiber,Yes,Yes,No,Yes,Yes,No,362.53,13871.68,38
S11666,C11666,Plus,5G,Yes,No,Yes,No,Yes,No,360.04,12184.93,34
S11667,C11667,Basic,5G,Yes,No,Yes,Yes,No,No,306.11,13414.56,44
S11668,C11668,Plus,DSL,Yes,Yes,No,No,No,Yes,305.07,13126.84,43
S11669,C11669,Plus,Fiber,Yes,No,Yes,Yes,Yes,No,360.72,20280.39,56
S11670,C11670,Basic,Fiber,Yes,No,No,Yes,No,Yes,238.81,13916.47,58
S11671,C11671,Plus,5G,No,No phone,No,Yes,No,No,431.29,21459.24,50
S11672,C11672,Ultra,DSL,Yes,Yes,No,Yes,Yes,Yes,540.57,17842.13,33
S11673,C11673,Basic,DSL,Yes,Yes,No,Yes,Yes,No,211.46,11361.66,54
S11674,C11674,Basic,5G,Yes,No,Yes,Yes,Yes,Yes,308.62,11158.65,36
S11675,C11675,Basic,Fiber,Yes,No,No,No,No,No,241.62,4410.39,18
S11676,C11676,Plus,Fiber,Yes,No,Yes,Yes,No,Yes,406.14,12569.93,31
S11677,C11677,Plus,Fiber,Yes,No,No,Yes,Yes,Yes,377.92,17828.11,47
S11678,C11678,Basic,No Internet,Yes,No,No,No,Yes,No,192.61,10165.03,53
S11679,C11679,Basic,5G,No,No phone,No,Yes,Yes,No,277.62,12746.17,46
S11680,C11680,Basic,5G,Yes,No,No,Yes,Yes,No,285.46,4440.75,15
S11681,C11681,Ultra,DSL,Yes,Yes,Yes,No,No,No,514.58,20047.88,39
S11682,C11682,Basic,5G,Yes,No,No,No,No,Yes,269.29,8626.9,32
S11683,C11683,Basic,Fiber,Yes,Yes,No,No,Yes,Yes,245.24,11562.88,47
S11684,C11684,Business,Fiber,Yes,No,Yes,No,Yes,No,785.7,47192.95,60
S11685,C11685,Plus,5G,Yes,No,Yes,No,Yes,Yes,382.6,12154.84,32
S11686,C11686,Basic,Fiber,Yes,Yes,Yes,Yes,Yes,No,234.44,4554.24,20
S11687,C11687,Plus,5G,Yes,No,No,Yes,Yes,Yes,374.01,6743.37,18
S11688,C11688,Basic,No Internet,Yes,Yes,No,Yes,No,No,222.14,4585.33,20
S11689,C11689,Plus,Fiber,Yes,Yes,No,No,Yes,No,398.69,15925.49,40
S11690,C11690,Basic,5G,Yes,Yes,Yes,No,No,No,275.39,15118.25,55
S11691,C11691,Plus,Fiber,Yes,Yes,Yes,No,Yes,No,372.09,5288.29,14
S11692,C11692,Ultra,5G,Yes,Yes,No,Yes,No,No,652.94,24786.89,38
S11693,C11693,Basic,5G,Yes,No,No,No,Yes,No,263.04,15021.99,57
S11694,C11694,Plus,5G,Yes,Yes,No,Yes,Yes,No,476.22,13705.77,29
S11695,C11695,Plus,DSL,Yes,No,Yes,Yes,Yes,Yes,359.17,18006.43,50
S11696,C11696,Basic,Fiber,No,No phone,Yes,Yes,No,Yes,215.79,11110.54,52
S11697,C11697,Business,Fiber,Yes,No,Yes,Yes,No,No,847.65,31327.94,37
S11698,C11698,Ultra,Fiber,Yes,Yes,Yes,Yes,Yes,Yes,538.55,25233.39,47
S11699,C11699,Basic,No Internet,Yes,No,No,No,Yes,No,219.98,8193.11,37
S11700,C11700,Plus,Fiber,Yes,No,No,No,Yes,No,390.0,5023.35,13
S11701,C11701,Plus,Fiber,Yes,Yes,Yes,Yes,Yes,Yes,405.02,23727.97,59
S11702,C11702,Business,Fiber,Yes,Yes,Yes,Yes,No,Yes,788.54,45691.62,58
S11703,C11703,Plus,5G,Yes,No,No,No,No,Yes,407.31,9361.98,23
S11704,C11704,Plus,5G,Yes,No,Yes,No,Yes,No,392.59,23311.95,59
S11705,C11705,Basic,DSL,Yes,Yes,No,No,No,No,182.23,6537.78,36
S11706,C11706,Ultra,Fiber,Yes,No,No,Yes,Yes,No,611.11,35479.09,58
S11707,C11707,Plus,DSL,Yes,Yes,Yes,Yes,Yes,No,311.93,16108.68,51
S11708,C11708,Plus,Fiber,Yes,Yes,Yes,Yes,Yes,Yes,417.48,23250.27,56
S11709,C11709,Basic,5G,Yes,No,No,Yes,Yes,Yes,266.82,8576.07,32
S11710,C11710,Basic,Fiber,Yes,Yes,No,Yes,Yes,No,264.15,13643.82,52
S11711,C11711,Business,Fiber,Yes,Yes,Yes,Yes,Yes,No,804.09,28878.8,36
S11712,C11712,Basic,5G,No,No phone,No,Yes,Yes,Yes,243.69,5079.45,21
S11713,C11713,Plus,Fiber,Yes,Yes,No,No,Yes,No,354.17,4331.48,12
S11714,C11714,Ultra,Fiber,Yes,Yes,No,No,No,Yes,595.53,17330.6,29
S11715,C11715,Ultra,Fiber,Yes,Yes,No,No,No,Yes,579.37,22613.53,39
S11716,C11716,Basic,5G,Yes,Yes,No,Yes,Yes,No,260.77,14069.57,54
S11717,C11717,Basic,DSL,Yes,No,No,No,Yes,Yes,190.17,7609.54,40
S11718,C11718,Plus,Fiber,Yes,Yes,Yes,Yes,No,Yes,368.58,14630.54,40
S11719,C11719,Basic,Fiber,Yes,Yes,Yes,Yes,No,No,286.39,8503.93,30
S11720,C11720,Plus,No Internet,Yes,No,No,No,Yes,Yes,332.56,8078.41,24
S11721,C11721,Plus,DSL,Yes,No,Yes,No,Yes,No,335.78,4387.79,13
S11722,C11722,Plus,5G,Yes,No,Yes,No,Yes,No,348.08,19184.49,55
S11723,C11723,Plus,DSL,Yes,No,No,Yes,Yes,Yes,342.92,14663.07,43
S11724,C11724,Ultra,DSL,Yes,Yes,Yes,No,No,No,564.25,25464.05,45
S11725,C11725,Basic,DSL,Yes,Yes,Yes,Yes,Yes,Yes,208.91,10810.43,52
S11726,C11726,Business,Fiber,Yes,No,No,No,Yes,Yes,808.05,33982.07,42
S11727,C11727,Business,DSL,Yes,Yes,Yes,No,Yes,Yes,797.96,34198.73,43
S11728,C11728,Basic,Fiber,Yes,No,No,No,No,Yes,278.42,16476.29,59
S11729,C11729,Basic,Fiber,Yes,No,Yes,No,No,Yes,312.85,11786.13,38
S11730,C11730,Plus,DSL,Yes,No,Yes,Yes,Yes,No,345.84,11236.22,32
S11731,C11731,Plus,DSL,No,No phone,No,Yes,No,No,333.35,12086.78,36
S11732,C11732,Basic,Fiber,Yes,Yes,Yes,No,No,No,231.63,7457.41,32
S11733,C11733,Basic,Fiber,Yes,No,Yes,No,No,No,285.76,14677.08,51
S11734,C11734,Basic,DSL,Yes,No,Yes,Yes,Yes,No,187.29,7696.02,41
S11735,C11735,Business,5G,Yes,Yes,Yes,Yes,Yes,Yes,841.38,36179.29,43
S11736,C11736,Basic,5G,Yes,No,Yes,No,No,Yes,307.9,15274.4,50
S11737,C11737,Basic,No Internet,Yes,Yes,No,Yes,No,Yes,182.78,9845.24,54
S11738,C11738,Basic,DSL,Yes,No,No,Yes,Yes,No,196.74,4516.05,23
S11739,C11739,Ultra,Fiber,Yes,Yes,No,No,No,No,555.87,30088.7,54
S11740,C11740,Plus,DSL,Yes,Yes,Yes,No,No,Yes,369.69,5217.36,14
S11741,C11741,Business,5G,Yes,No,No,No,No,Yes,855.04,27196.37,32
S11742,C11742,Basic,5G,No,No phone,No,No,No,Yes,321.87,7798.86,24
S11743,C11743,Business,DSL,Yes,No,Yes,Yes,No,Yes,772.17,39338.04,51
S11744,C11744,Plus,5G,Yes,No,No,Yes,Yes,No,453.88,13520.6,30
S11745,C11745,Basic,No Internet,No,No phone,Yes,Yes,Yes,No,172.4,5225.18,31
S11746,C11746,Basic,DSL,Yes,No,Yes,No,No,No,209.04,9182.97,44
S11747,C11747,Basic,5G,Yes,No,Yes,No,No,No,311.0,6976.86,22
S11748,C11748,Plus,5G,Yes,Yes,No,Yes,No,Yes,398.04,8798.13,22
S11749,C11749,Plus,Fiber,Yes,No,No,No,Yes,No,387.0,22726.4,59
S11750,C11750,Basic,5G,Yes,Yes,No,No,Yes,No,289.98,9279.85,32
S11751,C11751,Ultra,DSL,No,No phone,Yes,Yes,Yes,No,564.86,32239.26,57
S11752,C11752,Plus,DSL,Yes,Yes,No,Yes,Yes,Yes,321.23,5031.54,16
S11753,C11753,Business,DSL,Yes,No,No,No,Yes,No,743.44,13347.06,18
S11754,C11754,Basic,Fiber,Yes,Yes,No,Yes,Yes,No,261.01,4247.75,16
S11755,C11755,Plus,DSL,Yes,No,Yes,Yes,Yes,No,316.09,15549.5,49
S11756,C11756,Plus,Fiber,Yes,Yes,No,Yes,No,Yes,389.34,12059.56,31
S11757,C11757,Plus,DSL,Yes,Yes,Yes,No,No,No,332.63,11612.69,35
S11758,C11758,Basic,No Internet,Yes,Yes,Yes,No,No,Yes,249.22,6305.68,25
S11759,C11759,Basic,Fiber,Yes,Yes,Yes,No,Yes,Yes,254.27,14248.59,56
S11760,C11760,Business,Fiber,Yes,No,Yes,Yes,No,Yes,813.43,29378.65,36
S11761,C11761,Ultra,Fiber,Yes,Yes,No,Yes,No,Yes,578.45,30162.78,52
S11762,C11762,Basic,DSL,Yes,No,Yes,No,No,Yes,183.04,8811.04,48
S11763,C11763,Basic,DSL,Yes,No,Yes,No,Yes,No,200.23,3156.74,16
S11764,C11764,Basic,Fiber,No,No phone,Yes,Yes,Yes,No,215.04,9995.52,47
S11765,C11765,Basic,5G,Yes,No,No,No,No,No,265.64,7977.45,30
S11766,C11766,Plus,Fiber,Yes,Yes,No,Yes,Yes,Yes,321.11,9117.05,28
S11767,C11767,Basic,Fiber,Yes,No,No,Yes,Yes,Yes,271.14,15878.72,58
S11768,C11768,Ultra,Fiber,No,No phone,Yes,Yes,No,No,627.19,28146.33,45
S11769,C11769,Basic,Fiber,No,No phone,Yes,Yes,No,Yes,228.15,9127.18,40
S11770,C11770,Business,DSL,Yes,No,Yes,Yes,No,No,746.13,17218.1,23
S11771,C11771,Basic,Fiber,Yes,Yes,Yes,Yes,No,Yes,226.94,4266.51,19
S11772,C11772,Plus,5G,Yes,No,No,No,Yes,Yes,413.66,18687.93,45
S11773,C11773,Basic,DSL,No,No phone,Yes,Yes,Yes,Yes,138.28,5621.83,40
S11774,C11774,Basic,Fiber,Yes,No,Yes,No,No,No,246.3,7683.23,31
S11775,C11775,Basic,Fiber,No,No phone,Yes,No,No,No,253.11,11910.75,47
S11776,C11776,Basic,Fiber,Yes,No,Yes,No,Yes,No,243.47,3935.37,16
S11777,C11777,Ultra,DSL,Yes,Yes,Yes,Yes,No,Yes,546.64,13604.02,25
S11778,C11778,Basic,5G,Yes,No,No,No,No,Yes,317.39,16174.86,51
S11779,C11779,Basic,Fiber,Yes,No,Yes,No,Yes,No,238.32,3985.71,17
S11780,C11780,Basic,DSL,Yes,No,Yes,No,No,No,166.81,6081.79,37
S11781,C11781,Basic,5G,Yes,Yes,No,No,No,No,219.96,3467.26,16
S11782,C11782,Business,DSL,Yes,Yes,Yes,Yes,No,Yes,765.44,42810.77,56
S11783,C11783,Plus,Fiber,Yes,Yes,No,No,No,Yes,434.96,19635.69,45
S11784,C11784,Basic,5G,No,No phone,Yes,No,No,Yes,273.53,6442.72,24
S11785,C11785,Basic,Fiber,Yes,No,Yes,Yes,Yes,No,218.49,5736.29,26
S11786,C11786,Business,DSL,Yes,No,No,No,Yes,No,762.5,45590.71,60
S11787,C11787,Ultra,DSL,Yes,Yes,Yes,No,No,No,523.06,27729.17,53
S11788,C11788,Business,5G,Yes,Yes,No,No,Yes,Yes,846.13,39668.71,47
S11789,C11789,Plus,Fiber,Yes,No,Yes,Yes,No,Yes,416.14,8241.55,20
S11790,C11790,Basic,DSL,No,No phone,No,No,Yes,No,165.76,9755.27,58
S11791,C11791,Business,DSL,Yes,No,No,Yes,No,Yes,744.41,9703.78,13
S11792,C11792,Plus,5G,Yes,No,No,No,Yes,Yes,433.59,21725.53,50
S11793,C11793,Plus,Fiber,No,No phone,Yes,Yes,Yes,Yes,399.79,16777.44,42
S11794,C11794,Plus,Fiber,Yes,No,Yes,Yes,Yes,No,438.73,8411.86,19
S11795,C11795,Plus,Fiber,Yes,Yes,Yes,No,No,Yes,402.5,9230.69,23
S11796,C11796,Plus,No Internet,Yes,Yes,No,No,No,Yes,289.26,16744.13,58
S11797,C11797,Ultra,Fiber,Yes,No,Yes,No,Yes,No,614.48,28681.27,47
S11798,C11798,Ultra,DSL,Yes,Yes,Yes,No,No,No,567.24,16988.46,30
S11799,C11799,Basic,Fiber,Yes,No,Yes,No,Yes,Yes,238.52,10934.3,46
S11800,C11800,Plus,Fiber,Yes,Yes,Yes,No,No,Yes,373.21,16644.87,45
S11801,C11801,Basic,DSL,Yes,No,No,Yes,Yes,Yes,198.04,3066.47,15
S11802,C11802,Plus,5G,Yes,No,No,No,Yes,No,399.46,8072.8,20
S11803,C11803,Plus,No Internet,No,No phone,No,No,Yes,No,321.25,11014.9,34
S11804,C11804,Ultra,5G,Yes,Yes,Yes,Yes,No,No,610.07,9165.28,15
S11805,C11805,Ultra,5G,Yes,Yes,No,No,No,Yes,596.81,26856.74,45
S11806,C11806,Basic,Fiber,Yes,No,No,No,No,No,291.81,14024.27,48
S11807,C11807,Ultra,5G,Yes,No,No,No,Yes,No,630.23,36007.61,57
S11808,C11808,Business,Fiber,Yes,Yes,No,No,No,No,810.34,30791.86,38
S11809,C11809,Plus,5G,Yes,Yes,No,Yes,No,Yes,422.67,16058.24,38
S11810,C11810,Ultra,Fiber,Yes,Yes,Yes,No,No,Yes,627.66,14963.82,24
S11811,C11811,Basic,Fiber,Yes,Yes,No,Yes,Yes,Yes,285.69,4596.28,16
S11812,C11812,Ultra,5G,Yes,No,No,No,Yes,Yes,616.28,17886.47,29
S11813,C11813,Plus,5G,Yes,No,No,Yes,No,No,401.27,8154.72,20
S11814,C11814,Ultra,5G,Yes,Yes,No,No,Yes,No,602.04,6579.11,11
S11815,C11815,Plus,5G,Yes,No,No,Yes,Yes,No,415.42,19148.26,46
S11816,C11816,Plus,5G,Yes,No,Yes,Yes,No,No,429.34,15801.5,37
S11817,C11817,Basic,Fiber,Yes,Yes,Yes,No,No,Yes,254.36,13263.17,52
S11818,C11818,Plus,DSL,Yes,No,No,Yes,No,No,362.89,9892.94,27
S11819,C11819,Plus,Fiber,Yes,No,No,No,Yes,Yes,387.73,8099.78,21
S11820,C11820,Ultra,Fiber,No,No phone,No,Yes,No,Yes,589.25,17222.46,29
S11821,C11821,Business,Fiber,Yes,No,No,Yes,Yes,No,785.26,32140.73,41
S11822,C11822,Basic,No Internet,No,No phone,No,No,Yes,No,193.3,4582.5,24
S11823,C11823,Basic,DSL,Yes,No,Yes,No,No,No,228.96,3761.26,16
S11824,C11824,Business,DSL,Yes,Yes,Yes,Yes,Yes,No,763.1,11453.92,15
S11825,C11825,Business,No Internet,Yes,No,Yes,No,Yes,No,726.17,9469.25,13
S11826,C11826,Plus,No Internet,Yes,Yes,Yes,No,No,No,295.15,3634.03,12
S11827,C11827,Basic,Fiber,No,No phone,No,Yes,No,No,269.83,9532.57,35
S11828,C11828,Ultra,DSL,Yes,Yes,No,No,No,Yes,506.56,25376.97,50
S11829,C11829,Business,Fiber,Yes,No,Yes,No,Yes,Yes,811.79,12157.46,15
S11830,C11830,Plus,Fiber,Yes,Yes,No,Yes,Yes,Yes,355.36,18061.46,51
S11831,C11831,Basic,Fiber,Yes,No,No,Yes,Yes,Yes,262.12,5155.37,20
S11832,C11832,Ultra,5G,No,No phone,Yes,No,No,No,592.36,33743.67,57
S11833,C11833,Plus,Fiber,Yes,No,Yes,Yes,Yes,Yes,402.18,8545.56,21
S11834,C11834,Basic,Fiber,Yes,No,No,Yes,Yes,No,278.53,10412.33,37
S11835,C11835,Basic,5G,Yes,No,Yes,Yes,No,No,291.87,7006.68,24
S11836,C11836,Basic,DSL,Yes,Yes,Yes,Yes,Yes,No,190.21,4414.44,24
S11837,C11837,Plus,Fiber,Yes,No,No,Yes,Yes,No,351.72,12233.23,35
S11838,C11838,Ultra,Fiber,Yes,Yes,Yes,No,No,Yes,597.62,13632.29,23
S11839,C11839,Basic,No Internet,No,No phone,Yes,No,Yes,Yes,204.15,5013.48,25
S11840,C11840,Basic,DSL,Yes,No,Yes,No,Yes,No,141.0,2848.39,19
S11841,C11841,Plus,DSL,Yes,Yes,No,No,Yes,Yes,343.64,5690.52,17
S11842,C11842,Basic,Fiber,Yes,No,No,Yes,No,No,245.71,8838.67,36
S11843,C11843,Basic,DSL,No,No phone,No,No,No,No,156.34,5562.34,35
S11844,C11844,Basic,No Internet,Yes,Yes,Yes,Yes,Yes,Yes,218.52,9791.28,45
S11845,C11845,Plus,DSL,Yes,No,No,Yes,Yes,Yes,340.39,4295.23,13
S11846,C11846,Basic,DSL,Yes,Yes,No,Yes,No,No,207.44,9448.49,46
S11847,C11847,Ultra,5G,Yes,Yes,Yes,Yes,Yes,Yes,656.71,27470.31,42
S11848,C11848,Plus,DSL,Yes,Yes,No,No,Yes,Yes,321.73,13287.81,42
S11849,C11849,Plus,DSL,Yes,Yes,Yes,No,Yes,No,351.21,15481.58,44
S11850,C11850,Basic,DSL,Yes,No,No,No,No,No,190.31,11094.98,58
S11851,C11851,Business,DSL,Yes,No,No,Yes,Yes,No,734.74,32224.74,44
S11852,C11852,Basic,DSL,Yes,No,Yes,Yes,Yes,No,205.24,8704.15,43
S11853,C11853,Plus,Fiber,Yes,No,Yes,No,No,Yes,393.35,12185.64,31
S11854,C11854,Ultra,Fiber,Yes,Yes,Yes,Yes,No,No,589.04,33035.17,56
S11855,C11855,Ultra,DSL,Yes,Yes,Yes,Yes,No,No,536.2,31819.8,59
S11856,C11856,Ultra,DSL,Yes,Yes,Yes,No,Yes,No,552.23,11097.11,20
S11857,C11857,Plus,5G,Yes,Yes,Yes,Yes,Yes,No,470.73,10678.94,23
S11858,C11858,Basic,No Internet,No,No phone,Yes,No,Yes,Yes,169.79,2749.61,16
S11859,C11859,Plus,No Internet,Yes,No,Yes,Yes,No,Yes,330.83,5609.2,17
S11860,C11860,Business,5G,Yes,No,No,Yes,Yes,No,869.72,48682.83,56
S11861,C11861,Plus,5G,Yes,No,No,Yes,No,Yes,480.03,23962.53,50
S11862,C11862,Ultra,Fiber,Yes,Yes,Yes,No,No,Yes,558.95,23933.47,43
S11863,C11863,Business,5G,Yes,No,Yes,Yes,Yes,No,848.04,17840.74,21
S11864,C11864,Basic,5G,Yes,No,No,Yes,No,No,263.02,10228.11,39
S11865,C11865,Basic,Fiber,Yes,No,Yes,Yes,Yes,No,260.88,14375.29,55
S11866,C11866,Basic,DSL,Yes,Yes,Yes,Yes,Yes,No,192.49,9117.79,47
S11867,C11867,Ultra,Fiber,Yes,Yes,No,Yes,No,Yes,608.97,15319.35,25
S11868,C11868,Business,Fiber,Yes,Yes,Yes,Yes,No,Yes,808.61,24972.04,31
S11869,C11869,Basic,Fiber,Yes,No,Yes,No,No,Yes,193.66,6815.07,35
S11870,C11870,Basic,No Internet,Yes,No,Yes,Yes,No,No,208.37,2863.43,14
S11871,C11871,Plus,DSL,Yes,Yes,No,No,No,No,348.06,10552.45,30
S11872,C11872,Basic,Fiber,Yes,Yes,No,No,Yes,No,244.54,3447.11,14
